언어명,시군구명,시도명,관광지명,,KTO카테고리대분류명,KTO카테고리중분류명,KTO카테고리소분류명,사용자방문건수
일본어,제주시,제주특별자치도,??亭（?州）（관덕정（제주））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1914124,인문(문화/예술/역사),역사관광지,고궁,138
일본어,제주시,제주특별자치도,龍頭岩（용두암）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281815,자연,자연관광지,해안절경,136
일본어,제주시,제주특별자치도,ヨンヌニオルム（용눈이오름）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1066445,자연,자연관광지,산,135
일본어,제주시,제주특별자치도,龍泉洞窟［ユネスコ世界遺産（自然遺産）］（용천동굴 [유네스코 세계자연유산]）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1991579,자연,자연관광지,동굴,131
일본어,제주시,제주특별자치도,金寧迷路公園（김녕미로공원）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1330483,인문(문화/예술/역사),휴양관광지,공원,117
일본어,제주시,제주특별자치도,榧子林（비자림）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281796,자연,자연관광지,수목원,112
일본어,제주시,제주특별자치도,?州レポ?ツランド株式?社（제주레포츠랜드㈜）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2822708,레포츠,복합 레포츠,복합 레포츠,109
일본어,제주시,제주특별자치도,金寧ソンセギ海岸（金寧海水浴場）（김녕성세기해변（김녕해수욕장））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1954490,자연,자연관광지,해수욕장,105
일본어,서귀포시,제주특별자치도,ウェドルゲ（?州）（외돌개（제주））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282055,자연,관광자원,기암괴석,104
일본어,서귀포시,제주특별자치도,中文?穡達海岸（중문·색달 해변）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281802,자연,자연관광지,해수욕장,101
일본어,서귀포시,제주특별자치도,アクアプラネット?州（아쿠아플라넷 제주）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2048515,인문(문화/예술/역사),휴양관광지,테마공원,101
일본어,제주시,제주특별자치도,漢拏山トレッキング（한라산 트레킹）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1076228,레포츠,육상 레포츠,트래킹,100
일본어,제주시,제주특별자치도,?州 三姓穴（제주 삼성혈）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1068406,인문(문화/예술/역사),역사관광지,유적지/사적지,100
일본어,제주시,제주특별자치도,水月峰（수월봉）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1133862,자연,자연관광지,산,99
일본어,제주시,제주특별자치도,龍頭岩海水ランド（용두암해수랜드）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2025906,인문(문화/예술/역사),휴양관광지,이색찜질방,97
일본어,제주시,제주특별자치도,セビョルオルム（새별오름）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1065667,자연,자연관광지,산,96
일본어,서귀포시,제주특별자치도,馬羅島（馬羅海洋道立公園）（마라도（마라해양도립공원））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281806,자연,자연관광지,섬,94
일본어,제주시,제주특별자치도,タランスィオルム（月?峰）（다랑쉬오름（월랑봉））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1066425,자연,자연관광지,산,92
일본어,제주시,제주특별자치도,吾羅カントリ?クラブ（오라컨트리클럽）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282197,레포츠,육상 레포츠,골프,92
일본어,제주시,제주특별자치도,?州道立美術館（제주도립미술관）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2042110,인문(문화/예술/역사),문화시설,미술관/화랑,89
일본어,제주시,제주특별자치도,KBS?州（KBS 제주）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2554562,인문(문화/예술/역사),산업관광지,기타,88
일본어,제주시,제주특별자치도,?州石文化公園（제주돌문화공원）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1914695,인문(문화/예술/역사),문화시설,박물관,79
일본어,서귀포시,제주특별자치도,日出ランド（일출랜드）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2814681,인문(문화/예술/역사),휴양관광지,공원,78
일본어,서귀포시,제주특별자치도,セソッカク（쇠소깍）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1068850,자연,자연관광지,계곡,77
일본어,제주시,제주특별자치도,三陽海水浴場（삼양해수욕장）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1954483,자연,자연관광지,해수욕장,75
일본어,제주시,제주특별자치도,?州道民俗自然史博物館（제주도민속자연사박물관）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1068381,인문(문화/예술/역사),문화시설,박물관,72
일본어,서귀포시,제주특별자치도,テディベアミュ?ジアム?州（테디베어뮤지엄 제주）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282282,인문(문화/예술/역사),문화시설,박물관,71
일본어,제주시,제주특별자치도,?州タンチョムル洞窟［ユネスコ世界遺産（自然遺産）］（제주 당처물동굴 [유네스코 세계자연유산]）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1991586,자연,자연관광지,동굴,70
일본어,제주시,제주특별자치도,北村トルハルバン公園（북촌 돌하르방공원）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1068387,인문(문화/예술/역사),휴양관광지,공원,70
일본어,서귀포시,제주특별자치도,婚姻池（혼인지）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1953447,자연,자연관광지,자연생태관광지,70
일본어,제주시,제주특별자치도,金寧蛇窟［ユネスコ世界遺産（自然遺産）］（김녕사굴 [유네스코 세계자연유산]）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1991653,자연,자연관광지,동굴,69
일본어,서귀포시,제주특별자치도,ハロ?キティアイランド（헬로키티아일랜드）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1983000,인문(문화/예술/역사),문화시설,전시관,66
일본어,서귀포시,제주특별자치도,アルトゥル飛行場及び?日本軍飛行機格納庫（알뜨르비행장 및 일본군 비행기 격납고）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2546499,인문(문화/예술/역사),역사관광지,유적지/사적지,64
일본어,제주시,제주특별자치도,?州 善屹里  ペンディ窟 ［ユネスコ世界遺産（自然遺産）］（제주 선흘리 벵뒤굴 [유네스코 세계자연유산]）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1991587,자연,자연관광지,동굴,61
일본어,서귀포시,제주특별자치도,世界自動車 ?州博物館（세계자동차 제주박물관）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2552275,인문(문화/예술/역사),문화시설,박물관,58
일본어,서귀포시,제주특별자치도,李仲燮美術館（이중섭 미술관）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1069345,인문(문화/예술/역사),문화시설,기념관,56
일본어,제주시,제주특별자치도,?音寺（?州）（관음사（제주））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1138094,인문(문화/예술/역사),역사관광지,사찰,55
일본어,서귀포시,제주특별자치도,?州?際コンベンションセンタ?（제주국제컨벤션센터）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=789603,인문(문화/예술/역사),문화시설,컨벤션센터,54
일본어,제주시,제주특별자치도,?州ハンパドゥリ抗蒙遺跡（제주 항파두리 항몽 유적）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1954478,인문(문화/예술/역사),역사관광지,유적지/사적지,51
일본어,제주시,제주특별자치도,コムモルレ海岸（검멀레해변）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2358266,자연,자연관광지,해수욕장,48
일본어,서귀포시,제주특별자치도,山房窟寺（?州）（산방굴사（제주））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281817,인문(문화/예술/역사),역사관광지,사찰,47
일본어,서귀포시,제주특별자치도,トンネコ（鴛鴦瀑布）（돈내코（원앙폭포））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281799,자연,자연관광지,계곡,47
일본어,제주시,제주특별자치도,?州 中央地下商店街（제주 중앙지하상가）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1025465,쇼핑,쇼핑,전문매장/상가,46
일본어,제주시,제주특별자치도,漢拏生態の森（한라생태숲）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1992617,자연,자연관광지,수목원,45
일본어,제주시,제주특별자치도,?州牧官衙（제주목관아）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1068781,인문(문화/예술/역사),역사관광지,고궁,44
일본어,서귀포시,제주특별자치도,ヨンモリ海岸（용머리해안）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281816,자연,자연관광지,해안절경,42
일본어,서귀포시,제주특별자치도,?州山房山炭酸?泉（제주 산방산탄산온천）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1690066,인문(문화/예술/역사),휴양관광지,온천/욕장/스파,42
일본어,제주시,제주특별자치도,JDC免?店（?州空港店）（JDC 면세점（제주공항점））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1035313,쇼핑,쇼핑,면세점,42
일본어,서귀포시,제주특별자치도,?州民俗村（제주민속촌）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282372,인문(문화/예술/역사),역사관광지,민속마을,41
일본어,서귀포시,제주특별자치도,柱?節理?（大浦洞チサッケ）（주상절리대（대포동지삿개））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281803,자연,자연관광지,해안절경,40
일본어,제주시,제주특별자치도,?才海岸（협재해변）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=281800,자연,자연관광지,해수욕장,39
일본어,제주시,제주특별자치도,?豚家 ?州 ( 흑돈가 제주 ),https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1030125,음식,음식점,한식,39
일본어,제주시,제주특별자치도,?龍窟（翰林公園）（쌍용굴（한림공원））,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1982060,자연,자연관광지,동굴,34
일본어,서귀포시,제주특별자치도,パシフィックリソム（퍼시픽 리솜）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282155,자연,자연관광지,자연생태관광지,33
일본어,서귀포시,제주특별자치도,松岳山（송악산）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1955912,자연,자연관광지,산,33
일본어,제주시,제주특별자치도,ネクソンコンピュ?タ?博物館（넥슨컴퓨터박물관）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2534406,인문(문화/예술/역사),산업관광지,전자-반도체,32
일본어,제주시,제주특별자치도,エコランドテ?マパ?ク（에코랜드테마파크）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1989792,자연,자연관광지,자연생태관광지,30
일본어,제주시,제주특별자치도,思索する庭園（생각하는 정원）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282160,자연,자연관광지,수목원,30
일본어,서귀포시,제주특별자치도,チョコレ?ト博物館（초콜릿 박물관）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=969533,인문(문화/예술/역사),문화시설,박물관,30
일본어,제주시,제주특별자치도,?州島?家地質公園（제주도 국가지질공원）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2660455,자연,자연관광지,자연생태관광지,29
일본어,제주시,제주특별자치도,龍淵（용연）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1069002,자연,자연관광지,계곡,29
일본어,서귀포시,제주특별자치도,?州ワ?ルドカップ競技場（제주월드컵경기장）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=282248,레포츠,육상 레포츠,경기장,29
일본어,제주시,제주특별자치도,別防?（별방진）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=2590386,인문(문화/예술/역사),역사관광지,성,26
일본어,제주시,제주특별자치도,?州世界自然遺産センタ?（제주 세계자연유산센터）,https://japanese.visitkorea.or.kr/jpn/TMC/TE_JA_7_1_1.jsp?cid=1851927,인문(문화/예술/역사),문화시설,기념관,26
