언어명,시군구명,시도명,관광지명,,KTO카테고리대분류명,KTO카테고리중분류명,KTO카테고리소분류명,사용자방문건수
중간체,서귀포시,제주특별자치도,牛沼河口(쇠소깍),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1076412,자연,자연관광지,계곡,444
중간체,서귀포시,제주특별자치도,?泉寺(?州)약천사(제주),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1260394,인문(문화/예술/역사),역사관광지,사찰,433
중간체,제주시,제주특별자치도,万丈窟[?合??科文??世界自然??]만장굴 [유네스코 세계자연유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331299,자연,자연관광지,동굴,431
중간체,서귀포시,제주특별자치도,天帝?瀑布(천제연폭포),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331292,자연,자연관광지,폭포,356
중간체,서귀포시,제주특별자치도,加波?(가파도),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1908302,자연,자연관광지,섬,336
중간체,서귀포시,제주특별자치도,橘子博物?(감귤박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1696986,인문(문화/예술/역사),문화시설,박물관,310
중간체,서귀포시,제주특별자치도,?州民俗村제주민속촌박물관,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331683,인문(문화/예술/역사),역사관광지,민속마을,298
중간체,제주시,제주특별자치도,楸子?(추자도),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1057053,자연,자연관광지,섬,281
중간체,제주시,제주특별자치도,咸德犀牛峰海? (咸德海水浴?)함덕 서우봉 해변 (함덕해수욕장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1075572,자연,자연관광지,해수욕장,269
중간체,제주시,제주특별자치도,拒文岳[世界自然??]거문오름 [세계자연유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1074828,자연,자연관광지,산,256
중간체,제주시,제주특별자치도,????市?(동문재래시장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1038034,쇼핑,쇼핑,상설시장,234
중간체,제주시,제주특별자치도,??岩용두암,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331322,자연,자연관광지,해안절경,230
중간체,제주시,제주특별자치도,翰林公?(한림공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331482,인문(문화/예술/역사),휴양관광지,공원,222
중간체,서귀포시,제주특별자치도,?拿山白鹿潭(한라산 백록담),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331524,자연,자연관광지,자연생태관광지,219
중간체,제주시,제주특별자치도,Eco Land主?公?(에코랜드테마파크),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2050464,자연,자연관광지,자연생태관광지,214
중간체,서귀포시,제주특별자치도,??海岸(용머리해안),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331323,자연,자연관광지,해안절경,209
중간체,제주시,제주특별자치도,?州?德亭(제주 관덕정),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1558001,인문(문화/예술/역사),역사관광지,고궁,201
중간체,서귀포시,제주특별자치도,?立岩(?州)외돌개(제주),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331466,자연,관광자원,기암괴석,198
중간체,제주시,제주특별자치도,史努比公?（Snoopy Garden） 스누피가든,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2823595,자연,자연관광지,자연생태관광지,182
중간체,서귀포시,제주특별자치도,休?里自然生活公?(휴애리자연생활공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2383483,인문(문화/예술/역사),휴양관광지,공원,179
중간체,제주시,제주특별자치도,金?Seongsegi海?（金?海水浴?)<br />김녕성세기해변 (김녕해수욕장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2499416,자연,자연관광지,해수욕장,164
중간체,서귀포시,제주특별자치도,Camelliahill(카멜리아힐),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1910254,자연,자연관광지,수목원,160
중간체,제주시,제주특별자치도,?州石?文化公?(제주돌문화공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2012233,인문(문화/예술/역사),문화시설,박물관,151
중간체,제주시,제주특별자치도,?州牧官衙(제주목관아),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1076300,인문(문화/예술/역사),역사관광지,고궁,133
중간체,제주시,제주특별자치도,?拿?木?한라수목원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331122,자연,자연관광지,수목원,129
중간체,서귀포시,제주특별자치도,如美地植物?(여미지 식물원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331504,자연,자연관광지,수목원,129
중간체,서귀포시,제주특별자치도,巧克力博物?(초콜릿 박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=988243,인문(문화/예술/역사),문화시설,박물관,124
중간체,서귀포시,제주특별자치도,?州山房山?酸?泉(제주 산방산탄산온천),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1876714,인문(문화/예술/역사),휴양관광지,온천/욕장/스파,123
중간체,제주시,제주특별자치도,牛?珊瑚海?(西?白沙)우도 산호해변(서빈백사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2390108,자연,자연관광지,해수욕장,123
중간체,서귀포시,제주특별자치도,松岳山송악산,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1904326,자연,자연관광지,산,122
중간체,제주시,제주특별자치도,?州三姓穴(제주 삼성혈),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1076301,인문(문화/예술/역사),역사관광지,유적지/사적지,121
중간체,제주시,제주특별자치도,海女博物?(해녀박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331735,인문(문화/예술/역사),문화시설,박물관,119
중간체,제주시,제주특별자치도,榧子林비자림,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331291,자연,자연관광지,수목원,113
중간체,제주시,제주특별자치도,金?蛇窟[?合??科文??世界自然??]김녕사굴 [유네스코 세계자연유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2379923,자연,자연관광지,동굴,113
중간체,서귀포시,제주특별자치도,中文高?夫俱?部(중문골프클럽),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331041,레포츠,육상 레포츠,골프,112
중간체,제주시,제주특별자치도,?才海?(협재해변),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331261,자연,자연관광지,해수욕장,111
중간체,제주시,제주특별자치도,?州泰迪熊博物?(제주테지움),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=703233,인문(문화/예술/역사),휴양관광지,테마공원,111
중간체,제주시,제주특별자치도,?克森??博物?(넥슨컴퓨터박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2504341,인문(문화/예술/역사),산업관광지,전자-반도체,103
중간체,제주시,제주특별자치도,金?迷?公?(김녕미로공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1330826,인문(문화/예술/역사),휴양관광지,공원,103
중간체,서귀포시,제주특별자치도,西?浦自然休?林(서귀포자연휴양림),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1696984,자연,자연관광지,자연휴양림,101
중간체,제주시,제주특별자치도,JDC免?店 (?州机?店)JDC 면세점 (제주공항점),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=613411,쇼핑,쇼핑,면세점,101
중간체,제주시,제주특별자치도,月?峰다랑쉬오름(월랑봉),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1074880,자연,자연관광지,산,97
중간체,제주시,제주특별자치도,牛?海洋道立公?우도해양도립공원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331321,자연,자연관광지,섬,97
중간체,제주시,제주특별자치도,三?黑沙?海?삼양 검은모래해변,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2390103,자연,자연관광지,해수욕장,96
중간체,서귀포시,제주특별자치도,中文旅游??(중문관광단지),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331298,인문(문화/예술/역사),휴양관광지,관광단지,95
중간체,제주시,제주특별자치도,梨湖泰?海?이호 테우해변,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1886391,자연,자연관광지,해수욕장,94
중간체,서귀포시,제주특별자치도,李仲燮美??(이중섭 미술관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1483350,인문(문화/예술/역사),문화시설,기념관,94
중간체,서귀포시,제주특별자치도,Aquaplanet?州아쿠아플라넷 제주,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2377391,인문(문화/예술/역사),휴양관광지,테마공원,92
중간체,서귀포시,제주특별자치도,西?浦每日偶?市? 서귀포매일올레시장,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1022783,쇼핑,쇼핑,상설시장,91
중간체,제주시,제주특별자치도,?州寺水自然休?林(제주절물자연휴양림),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1065503,자연,자연관광지,자연휴양림,86
중간체,서귀포시,제주특별자치도,???(??海洋道立公?)마라도(마라해양도립공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331300,자연,자연관광지,섬,86
중간체,제주시,제주특별자치도,?州?璃城(제주유리의성),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=663834,자연,자연관광지,자연생태관광지,84
중간체,제주시,제주특별자치도,???비양도,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1075020,자연,자연관광지,섬,82
중간체,서귀포시,제주특별자치도,西?浦治愈之林(서귀포 치유의 숲）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2811512,인문(문화/예술/역사),휴양관광지,온천/욕장/스파,81
중간체,제주시,제주특별자치도,?星岳새별오름,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1074879,자연,자연관광지,산,80
중간체,서귀포시,제주특별자치도,?州世界杯?育?(제주월드컵경기장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331078,레포츠,육상 레포츠,경기장,76
중간체,제주시,제주특별자치도,?泉洞窟[?合??科文??世界自然??]용천동굴 [유네스코 세계자연유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2382670,자연,자연관광지,동굴,74
중간체,제주시,제주특별자치도,?立?州博物?(국립제주박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331722,인문(문화/예술/역사),문화시설,박물관,74
중간체,제주시,제주특별자치도,?州?代美??(제주현대미술관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1696985,인문(문화/예술/역사),문화시설,미술관/화랑,73
중간체,서귀포시,제주특별자치도,大??校(대정향교),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1988820,인문(문화/예술/역사),역사관광지,유적지/사적지,70
중간체,제주시,제주특별자치도,?州缸坡?里抗蒙?址(제주 항파두리 항몽 유적),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2017006,인문(문화/예술/역사),역사관광지,유적지/사적지,70
중간체,서귀포시,제주특별자치도,做?的游牧民[??旅游品???/Korea Quality]（꿈꾸는 노마드[한국관광 품질인증/Korea Quality]）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2671015,숙박,숙박시설,펜션,70
중간체,제주시,제주특별자치도,?州4·3和平公?제주4·3평화공원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2012203,인문(문화/예술/역사),휴양관광지,공원,62
중간체,제주시,제주특별자치도,?州星光世界公?(제주별빛누리공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1557984,인문(문화/예술/역사),휴양관광지,공원,60
중간체,제주시,제주특별자치도,思索庭? (생각하는 정원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331583,자연,자연관광지,수목원,59
중간체,서귀포시,제주특별자치도,矮???公?조랑말체험공원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1909490,인문(문화/예술/역사),산업관광지,기타,59
중간체,제주시,제주특별자치도,Elysian?州高?夫球?(엘리시안 제주 골프장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1284636,레포츠,육상 레포츠,골프,59
중간체,제주시,제주특별자치도,[?州偶?小路第15?路?] 翰林-高?偶? [제주올레 15코스] 한림-고내 올레,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2380017,레포츠,육상 레포츠,트래킹,58
중간체,서귀포시,제주특별자치도,大侑??(대유랜드),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331043,레포츠,육상 레포츠,사격장,57
중간체,제주시,제주특별자치도,肯星?度假村 ?州??娜(켄싱턴리조트 제주마리나),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=774084,인문(문화/예술/역사),휴양관광지,관광단지,56
중간체,서귀포시,제주특별자치도,德世里度假村[??旅游品???/Korea Quality]（더 세리 호스텔[한국관광 품질인증/Korea Quality]）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2670375,숙박,숙박시설,관광호텔,56
중간체,제주시,제주특별자치도,?州思潮度假村(사조리조트 제주),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=772898,인문(문화/예술/역사),휴양관광지,관광단지,53
중간체,제주시,제주특별자치도,??용연,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1079180,자연,자연관광지,계곡,51
중간체,서귀포시,제주특별자치도,??魔相4D???(?州中文店)박물관은 살아있다 (제주중문점),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1915422,인문(문화/예술/역사),문화시설,박물관,50
중간체,서귀포시,제주특별자치도,Gosalli林?道고살리 숲길,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2663031,자연,자연관광지,산,49
중간체,제주시,제주특별자치도,下?涯月海岸道路(하귀애월해안도로),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2825029,자연,자연관광지,자연생태관광지,49
중간체,서귀포시,제주특별자치도,?州生?套房（Jeju Eco Suites）[??旅游品???/Korea Quality]（제주에코스위츠[한국관광 품질인증/Korea Quality]）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2670459,숙박,숙박시설,펜션,49
중간체,서귀포시,제주특별자치도,山房窟寺(산방굴사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331301,인문(문화/예술/역사),역사관광지,사찰,48
중간체,제주시,제주특별자치도,茶喜然(다희연),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2488147,인문(문화/예술/역사),산업관광지,기타,46
중간체,제주시,제주특별자치도,?州R酒店（Jeju R Hotel）[??旅游品???/Korea Quality]（제주알(R)호텔[한국관광 품질인증/Korea Quality]）,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2027015,숙박,숙박시설,모텔,46
중간체,서귀포시,제주특별자치도,日出??일출랜드,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2814737,인문(문화/예술/역사),휴양관광지,공원,45
중간체,제주시,제주특별자치도,?州性?主?公?제주러브랜드,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1075727,자연,자연관광지,자연생태관광지,44
중간체,제주시,제주특별자치도,下古水洞海?하고수동해변,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2390235,자연,자연관광지,해수욕장,44
중간체,서귀포시,제주특별자치도,HELLO KITTY ISLAND  헬로키티아일랜드,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2726306,인문(문화/예술/역사),문화시설,전시관,43
