언어명,시군구명,시도명,관광지명,,KTO카테고리대분류명,KTO카테고리중분류명,KTO카테고리소분류명,사용자방문건수
영어권,서귀포시,제주특별자치도,Oedolgae Sea Stack (외돌개(제주)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264532,자연,관광자원,기암괴석,2847
영어권,서귀포시,제주특별자치도,Yongmeori Beach (용머리해안),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264183,자연,자연관광지,해안절경,2790
영어권,제주시,제주특별자치도,Snoopy Garden (스누피가든),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2823618,자연,자연관광지,자연생태관광지,2674
영어권,제주시,제주특별자치도,Jeju Stone Park (제주돌문화공원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1909483,인문(문화/예술/역사),문화시설,박물관,2593
영어권,제주시,제주특별자치도,Woljeongri Beach (월정리해변(월정리해수욕장)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2048244,자연,자연관광지,해수욕장,2575
영어권,제주시,제주특별자치도,Udo Island - Udo Maritime Park (우도(해양도립공원)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264182,자연,자연관광지,섬,2571
영어권,제주시,제주특별자치도,Hallasan Mountain Trekking (한라산 트레킹),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1074445,레포츠,육상 레포츠,트래킹,2528
영어권,서귀포시,제주특별자치도,Yeomiji Botanical Garden (여미지 식물원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264607,자연,자연관광지,수목원,2252
영어권,제주시,제주특별자치도,Bukchon Dol Hareubang Park (북촌 돌하르방공원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1056580,인문(문화/예술/역사),휴양관광지,공원,2221
영어권,서귀포시,제주특별자치도,Hueree Natural Park (휴애리자연생활공원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1056933,인문(문화/예술/역사),휴양관광지,공원,2166
영어권,제주시,제주특별자치도,Jeju Dongmun Traditional Market (동문재래시장),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1018338,쇼핑,쇼핑,상설시장,2095
영어권,서귀포시,제주특별자치도,Soesokkak Estuary (쇠소깍),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=778966,자연,자연관광지,계곡,2045
영어권,제주시,제주특별자치도,Geomunoreum Lava Tube [UNESCO World Natural Heritage Site] (거문오름 [유네스코 세계자연유산]),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1009178,자연,자연관광지,산,2019
영어권,제주시,제주특별자치도,Bijarim Forest (비자림),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264224,자연,자연관광지,수목원,2007
영어권,제주시,제주특별자치도,Jeju Folklore & Natural History Museum (제주도민속자연사박물관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=268221,인문(문화/예술/역사),문화시설,박물관,1986
영어권,서귀포시,제주특별자치도,Saryeoni Forest Trail (사려니숲길),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2476008,레포츠,육상 레포츠,트래킹,1937
영어권,서귀포시,제주특별자치도,Jungmun Saekdal Beach (중문·색달 해변),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264177,자연,자연관광지,해수욕장,1889
영어권,서귀포시,제주특별자치도,Teddy Bear Museum (테디베어뮤지엄 제주),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=268082,인문(문화/예술/역사),문화시설,박물관,1820
영어권,제주시,제주특별자치도,Eco Land Theme Park (에코랜드테마파크),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1627334,자연,자연관광지,자연생태관광지,1795
영어권,제주시,제주특별자치도,Jeju Haenyeo Museum (해녀박물관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=268222,인문(문화/예술/역사),문화시설,박물관,1779
영어권,서귀포시,제주특별자치도,Songaksan Mountain (송악산),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1768982,자연,자연관광지,산,1622
영어권,서귀포시,제주특별자치도,Seogwipo Maeil Olle Market (서귀포매일 올레시장),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1023956,쇼핑,쇼핑,상설시장,1582
영어권,제주시,제주특별자치도,Iho Tewoo Beach (이호테우해변),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1037477,자연,자연관광지,해수욕장,1463
영어권,제주시,제주특별자치도,Halla Arboretum (한라수목원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264123,자연,자연관광지,수목원,1431
영어권,서귀포시,제주특별자치도,Saeseom Island Saeyeongyo Bridge (새섬 새연교),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1755181,인문(문화/예술/역사),건축/조형물,다리/대교,1383
영어권,서귀포시,제주특별자치도,Jeju Jungmun Resort (중문관광단지),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264178,인문(문화/예술/역사),휴양관광지,관광단지,1313
영어권,서귀포시,제주특별자치도,Seogwipo Submarine (서귀포잠수함),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1057047,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,1265
영어권,제주시,제주특별자치도,Gimnyeong Maze Park (김녕미로공원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=779025,인문(문화/예술/역사),휴양관광지,공원,1173
영어권,제주시,제주특별자치도,Hagwi Aewol Coastal Road (하귀애월해안도로),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2823489,자연,자연관광지,자연생태관광지,1165
영어권,제주시,제주특별자치도,Gwaneumsa Temple (Jeju) (관음사(제주)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1121529,인문(문화/예술/역사),역사관광지,사찰,1137
영어권,제주시,제주특별자치도,Spirited Garden (생각하는 정원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264612,자연,자연관광지,수목원,1095
영어권,제주시,제주특별자치도,Maze Land (메이즈랜드),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1349264,인문(문화/예술/역사),휴양관광지,테마공원,1092
영어권,서귀포시,제주특별자치도,Gapado Island (가파도),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1889404,자연,자연관광지,섬,985
영어권,제주시,제주특별자치도,Jeju Jeolmul Recreational Forest (제주절물자연휴양림),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=616210,자연,자연관광지,자연휴양림,933
영어권,서귀포시,제주특별자치도,Seogwipo Citrus Museum (감귤박물관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1860462,인문(문화/예술/역사),문화시설,박물관,898
영어권,제주시,제주특별자치도,Jeju Glass Castle (제주유리의성),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=654958,자연,자연관광지,자연생태관광지,883
영어권,제주시,제주특별자치도,Suwolbong Peak (수월봉),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1145503,자연,자연관광지,산,872
영어권,서귀포시,제주특별자치도,Jeju Horse Park (조랑말체험공원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1909722,인문(문화/예술/역사),산업관광지,기타,835
영어권,제주시,제주특별자치도,Jeju Leports Land (제주레포츠랜드㈜),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2823215,레포츠,복합 레포츠,복합 레포츠,790
영어권,서귀포시,제주특별자치도,Baengnokdam Lake (한라산 백록담),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264591,자연,자연관광지,자연생태관광지,786
영어권,서귀포시,제주특별자치도,Chocolate Museum (초콜릿 박물관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=977209,인문(문화/예술/역사),문화시설,박물관,749
영어권,제주시,제주특별자치도,Yongduam Haesu Spa Land (용두암해수랜드),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2025896,인문(문화/예술/역사),휴양관광지,이색찜질방,746
영어권,제주시,제주특별자치도,Jeju Jungang Underground Shopping Center (제주 중앙지하상가),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1023984,쇼핑,쇼핑,전문매장/상가,734
영어권,제주시,제주특별자치도,Samyang Beach (삼양해수욕장),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=779052,자연,자연관광지,해수욕장,723
영어권,서귀포시,제주특별자치도,Seogwipo Healing Forest (서귀포 치유의 숲),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2811022,인문(문화/예술/역사),휴양관광지,온천/욕장/스파,682
영어권,서귀포시,제주특별자치도,Marado Island (Mara Provincial Park) (마라도(마라해양도립공원)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264237,자연,자연관광지,섬,679
영어권,제주시,제주특별자치도,Yongduam Rock (용두암),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264184,자연,자연관광지,해안절경,672
영어권,제주시,제주특별자치도,Udo Sanho Beach (Seobinbaeksa) (우도 산호해변 (서빈백사)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2359115,자연,자연관광지,해수욕장,668
영어권,서귀포시,제주특별자치도,Sanbanggulsa Grotto - Jeju (산방굴사(제주)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=264221,인문(문화/예술/역사),역사관광지,사찰,653
영어권,제주시,제주특별자치도,Donsadon (돈사돈),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2682061,음식,음식점,한식,647
영어권,제주시,제주특별자치도,Gimnyeong Seongsegi Beach (김녕성세기해변 (김녕해수욕장)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=778986,자연,자연관광지,해수욕장,607
영어권,제주시,제주특별자치도,Jeju Gwandeokjeong Hall (관덕정(제주)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1399184,인문(문화/예술/역사),역사관광지,고궁,589
영어권,제주시,제주특별자치도,Jeju 4.3 Peace Park (제주4·3평화공원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2012011,인문(문화/예술/역사),휴양관광지,공원,557
영어권,서귀포시,제주특별자치도,Jeju Glass Museum (제주유리박물관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1812347,인문(문화/예술/역사),문화시설,박물관,543
영어권,제주시,제주특별자치도,Jeju Museum of Art (제주도립미술관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1883508,인문(문화/예술/역사),문화시설,미술관/화랑,539
영어권,제주시,제주특별자치도,Yongcheondonggul Cave [UNESCO World Natural Heritage Site] (용천동굴 [유네스코 세계자연유산]),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=779126,자연,자연관광지,동굴,530
영어권,제주시,제주특별자치도,Jeju Olle Trail - Route 1-1 (Udo Island Olle) ([제주올레 1-1코스] 우도-올레),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1930268,레포츠,육상 레포츠,트래킹,495
영어권,제주시,제주특별자치도,Yongnunioreum Volcanic Cone (용눈이오름),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1052276,자연,자연관광지,산,474
영어권,제주시,제주특별자치도,Dangcheomuldonggul Cave [UNESCO World Natural Heritage Site] (당처물동굴 [유네스코 세계자연유산]),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=779098,자연,자연관광지,동굴,470
영어권,서귀포시,제주특별자치도,Ilchulland (일출랜드),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2814680,인문(문화/예술/역사),휴양관광지,공원,452
영어권,제주시,제주특별자치도,Gimnyeongsagul Cave [UNESCO World Heritage] (김녕사굴 [유네스코 세계자연유산]),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=778998,자연,자연관광지,동굴,442
영어권,제주시,제주특별자치도,Samseonghyeol (제주 삼성혈),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1047691,인문(문화/예술/역사),역사관광지,유적지/사적지,442
영어권,서귀포시,제주특별자치도,International Convention Center Jeju (ICC Jeju) (제주국제컨벤션센터),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2664410,인문(문화/예술/역사),문화시설,컨벤션센터,430
영어권,서귀포시,제주특별자치도,Seogwang Tea Garden (제주 서광다원),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1927600,인문(문화/예술/역사),산업관광지,기타,408
영어권,제주시,제주특별자치도,Jeju World Natural Heritage Center (제주 세계자연유산센터),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1994226,인문(문화/예술/역사),문화시설,기념관,404
영어권,제주시,제주특별자치도,Biyangdo Island (비양도),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1047637,자연,자연관광지,섬,401
영어권,제주시,제주특별자치도,Saebyeol Oreum (새별오름),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1052215,자연,자연관광지,산,391
영어권,제주시,제주특별자치도,Daheeyeon Garden (다희연),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1755174,인문(문화/예술/역사),산업관광지,기타,386
영어권,제주시,제주특별자치도,Jeju-mok Government Office (제주목관아),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1047703,인문(문화/예술/역사),역사관광지,고궁,378
영어권,제주시,제주특별자치도,Darangswi Oreum (Wollangbong Peak) (다랑쉬오름(월랑봉)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1052260,자연,자연관광지,산,378
영어권,서귀포시,제주특별자치도,Alive Museum - Jeju Island Jungmun Branch (박물관은 살아있다 (제주중문점)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2037724,인문(문화/예술/역사),문화시설,박물관,371
영어권,서귀포시,제주특별자치도,Jungmun Golf Club (중문골프클럽),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=266903,레포츠,육상 레포츠,골프,365
영어권,제주시,제주특별자치도,Nexon Computer Museum (넥슨컴퓨터박물관),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2504339,인문(문화/예술/역사),산업관광지,전자-반도체,364
영어권,제주시,제주특별자치도,Someorioreum Volcanic Cone (Udobong Peak) (쇠머리오름(우도봉)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2359175,자연,자연관광지,산,359
영어권,제주시,제주특별자치도,Geommeolle Beach (검멀레해변),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2359172,자연,자연관광지,해수욕장,358
영어권,제주시,제주특별자치도,Ssangyonggul Cave (Hallim Park) (쌍용굴 (한림공원)),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=1410377,자연,자연관광지,동굴,330
영어권,제주시,제주특별자치도,Neulbom Heukdwaeji (늘봄흑돼지),https://english.visitkorea.or.kr/enu/ATR/SI_EN_3_1_1_1.jsp?cid=2681819,음식,음식점,한식,324
